"generator" "L" "R" "n" "h" "run" "nsols"
"wcorr" 1 50 450 5 17 221857
"wcorr" 1 50 450 6 17 1902406918144
"wcorr" 1 50 450 7 17 590
"wcorr" 1 50 450 8 17 552945
"wcorr" 1 50 450 9 17 4909
"wcorr" 1 50 450 10 17 13
"wcorr" 1 50 450 11 17 39
"wcorr" 1 50 450 1 18 114613
"wcorr" 1 50 450 2 18 7966
"wcorr" 1 50 450 3 18 1582
"uncorr" 1 50 200 9 22 5
"wcorr" 1 50 450 4 18 7883
"wcorr" 1 50 450 5 18 15957608
"wcorr" 1 50 450 6 18 99928
"wcorr" 1 50 450 7 18 211
"wcorr" 1 50 450 8 18 2625
"wcorr" 1 50 450 9 18 5449
"wcorr" 1 50 450 10 18 55899
"wcorr" 1 50 450 11 18 453
"wcorr" 1 50 450 1 19 283
"wcorr" 1 50 450 2 19 314
"uncorr" 1 50 200 10 22 13
"wcorr" 1 50 450 3 19 5
"wcorr" 1 50 450 4 19 16
"wcorr" 1 50 450 5 19 187
"wcorr" 1 50 450 6 19 18952896788
"wcorr" 1 50 450 7 19 22870
"wcorr" 1 50 450 8 19 18808
"wcorr" 1 50 450 9 19 328871
"wcorr" 1 50 450 10 19 503893
"wcorr" 1 50 450 11 19 42
"wcorr" 1 50 450 1 20 2434
"uncorr" 1 50 200 11 22 2
"wcorr" 1 50 450 2 20 11
"wcorr" 1 50 450 3 20 105267
"wcorr" 1 50 450 4 20 1859024
"wcorr" 1 50 450 5 20 1970
"wcorr" 1 50 450 6 20 21347
"wcorr" 1 50 450 7 20 160
"wcorr" 1 50 450 8 20 2886
"wcorr" 1 50 450 9 20 173731
"wcorr" 1 50 450 10 20 99283
"wcorr" 1 50 450 11 20 1013
"uncorr" 1 50 200 1 23 3
"wcorr" 1 50 450 1 21 154
"wcorr" 1 50 450 2 21 157
"wcorr" 1 50 450 3 21 28
"wcorr" 1 50 450 4 21 4460
"wcorr" 1 50 450 5 21 20263
"wcorr" 1 50 450 6 21 12146315315
"wcorr" 1 50 450 7 21 12400
"wcorr" 1 50 450 8 21 54
"wcorr" 1 50 450 9 21 10
"wcorr" 1 50 450 10 21 2
"uncorr" 1 50 200 2 23 1
"wcorr" 1 50 450 11 21 5
"wcorr" 1 50 450 1 22 17
"wcorr" 1 50 450 2 22 5559
"wcorr" 1 50 450 3 22 127
"wcorr" 1 50 450 4 22 304
"wcorr" 1 50 450 5 22 1
"wcorr" 1 50 450 6 22 36429644114
"wcorr" 1 50 450 7 22 48
"wcorr" 1 50 450 8 22 10915
"wcorr" 1 50 450 9 22 5102
"uncorr" 1 50 200 3 23 1
"wcorr" 1 50 450 10 22 312016
"wcorr" 1 50 450 11 22 335
"wcorr" 1 50 450 1 23 79975
"wcorr" 1 50 450 2 23 672
"wcorr" 1 50 450 3 23 3
"wcorr" 1 50 450 4 23 5083
"wcorr" 1 50 450 5 23 245888
"wcorr" 1 50 450 6 23 164829046312
"wcorr" 1 50 450 7 23 35166
"wcorr" 1 50 450 8 23 7
"uncorr" 1 50 50 9 10 1
"uncorr" 1 50 200 4 23 4
"wcorr" 1 50 450 9 23 15394
"wcorr" 1 50 450 10 23 89
"wcorr" 1 50 450 11 23 503
"wcorr" 1 50 450 1 24 14298
"wcorr" 1 50 450 2 24 13549
"wcorr" 1 50 450 3 24 15
"wcorr" 1 50 450 4 24 147008
"wcorr" 1 50 450 5 24 270601
"wcorr" 1 50 450 6 24 21760941744
"wcorr" 1 50 450 7 24 63321
"uncorr" 1 50 200 5 23 2
"wcorr" 1 50 450 8 24 243221
"wcorr" 1 50 450 9 24 13
"wcorr" 1 50 450 10 24 1024734
"wcorr" 1 50 450 11 24 234
"wcorr" 1 50 450 1 25 205
"wcorr" 1 50 450 2 25 314732
"wcorr" 1 50 450 3 25 5132
"wcorr" 1 50 450 4 25 8060
"wcorr" 1 50 450 5 25 7349
"wcorr" 1 50 450 6 25 1373645
"uncorr" 1 50 200 6 23 4
"wcorr" 1 50 450 7 25 524621
"wcorr" 1 50 450 8 25 88
"wcorr" 1 50 450 9 25 64889
"wcorr" 1 50 450 10 25 127661
"wcorr" 1 50 450 11 25 4144
"wcorr" 1 50 500 1 1 2
"wcorr" 1 50 500 2 1 3228795
"wcorr" 1 50 500 3 1 914424
"wcorr" 1 50 500 4 1 876392
"wcorr" 1 50 500 5 1 11
"uncorr" 1 50 200 7 23 1
"wcorr" 1 50 500 6 1 17140555
"wcorr" 1 50 500 7 1 655
"wcorr" 1 50 500 8 1 2768665
"wcorr" 1 50 500 9 1 405506
"wcorr" 1 50 500 10 1 573632
"wcorr" 1 50 500 11 1 4
"wcorr" 1 50 500 1 2 51
"wcorr" 1 50 500 2 2 10
"wcorr" 1 50 500 3 2 8656177
"wcorr" 1 50 500 4 2 6477
"uncorr" 1 50 200 8 23 7
"wcorr" 1 50 500 5 2 180
"wcorr" 1 50 500 6 2 2168695361012
"wcorr" 1 50 500 7 2 2963180
"wcorr" 1 50 500 8 2 4493
"wcorr" 1 50 500 9 2 93929
"wcorr" 1 50 500 10 2 651572
"wcorr" 1 50 500 11 2 12514
"wcorr" 1 50 500 1 3 35
"wcorr" 1 50 500 2 3 183744
"wcorr" 1 50 500 3 3 122
"uncorr" 1 50 200 9 23 2
"wcorr" 1 50 500 4 3 12991
"wcorr" 1 50 500 5 3 111143769
"wcorr" 1 50 500 6 3 14992821811
"wcorr" 1 50 500 7 3 12795947
"wcorr" 1 50 500 8 3 42
"wcorr" 1 50 500 9 3 181
"wcorr" 1 50 500 10 3 479292
"wcorr" 1 50 500 11 3 10
"wcorr" 1 50 500 1 4 8
"wcorr" 1 50 500 2 4 11580
"uncorr" 1 50 200 10 23 7
"wcorr" 1 50 500 3 4 4343
"wcorr" 1 50 500 4 4 121193
"wcorr" 1 50 500 5 4 1682
"wcorr" 1 50 500 6 4 42581525025
"wcorr" 1 50 500 7 4 1175204
"wcorr" 1 50 500 8 4 14074
"wcorr" 1 50 500 9 4 20585
"wcorr" 1 50 500 10 4 8940
"wcorr" 1 50 500 11 4 2
"wcorr" 1 50 500 1 5 1
"uncorr" 1 50 200 11 23 9
"wcorr" 1 50 500 2 5 19677
"wcorr" 1 50 500 3 5 599
"wcorr" 1 50 500 4 5 298160
"wcorr" 1 50 500 5 5 20438
"wcorr" 1 50 500 6 5 442543673
"wcorr" 1 50 500 7 5 14551
"wcorr" 1 50 500 8 5 65038
"wcorr" 1 50 500 9 5 43391
"wcorr" 1 50 500 10 5 743
"wcorr" 1 50 500 11 5 395
"uncorr" 1 50 200 1 24 4
"wcorr" 1 50 500 1 6 121
"wcorr" 1 50 500 2 6 223
"wcorr" 1 50 500 3 6 258
"wcorr" 1 50 500 4 6 2603695
"wcorr" 1 50 500 5 6 360600
"wcorr" 1 50 500 6 6 331156780843
"wcorr" 1 50 500 7 6 1224545
"wcorr" 1 50 500 8 6 831
"wcorr" 1 50 500 9 6 382594
"wcorr" 1 50 500 10 6 119
"uncorr" 1 50 200 2 24 1
"wcorr" 1 50 500 11 6 958
"wcorr" 1 50 500 1 7 2602
"wcorr" 1 50 500 2 7 177
"wcorr" 1 50 500 3 7 60019
"wcorr" 1 50 500 4 7 19596
"wcorr" 1 50 500 5 7 55514
"wcorr" 1 50 500 6 7 3388078002
"wcorr" 1 50 500 7 7 3737
"wcorr" 1 50 500 8 7 544491
"wcorr" 1 50 500 9 7 543058
"uncorr" 1 50 50 10 10 2
"uncorr" 1 50 200 3 24 2
"wcorr" 1 50 500 10 7 57
"wcorr" 1 50 500 11 7 1022
"wcorr" 1 50 500 1 8 1878503
"wcorr" 1 50 500 2 8 7
"wcorr" 1 50 500 3 8 1049270
"wcorr" 1 50 500 4 8 105
"wcorr" 1 50 500 5 8 4107155
"wcorr" 1 50 500 6 8 104398808510
"wcorr" 1 50 500 7 8 4354
"wcorr" 1 50 500 8 8 6521
"uncorr" 1 50 200 4 24 1
"wcorr" 1 50 500 9 8 847846
"wcorr" 1 50 500 10 8 23597
"wcorr" 1 50 500 11 8 3
"wcorr" 1 50 500 1 9 104
"wcorr" 1 50 500 2 9 4880
"wcorr" 1 50 500 3 9 147126
"wcorr" 1 50 500 4 9 6
"wcorr" 1 50 500 5 9 28289
"wcorr" 1 50 500 6 9 8132577289377850
"wcorr" 1 50 500 7 9 7407
"uncorr" 1 50 200 5 24 4
"wcorr" 1 50 500 8 9 168
"wcorr" 1 50 500 9 9 15445
"wcorr" 1 50 500 10 9 190
"wcorr" 1 50 500 11 9 1
"wcorr" 1 50 500 1 10 32664
"wcorr" 1 50 500 2 10 671
"wcorr" 1 50 500 3 10 36
"wcorr" 1 50 500 4 10 1049501
"wcorr" 1 50 500 5 10 357
"wcorr" 1 50 500 6 10 3057507949
"uncorr" 1 50 200 6 24 2
"wcorr" 1 50 500 7 10 1
"wcorr" 1 50 500 8 10 131916
"wcorr" 1 50 500 9 10 85
"wcorr" 1 50 500 10 10 9
"wcorr" 1 50 500 11 10 551
"wcorr" 1 50 500 1 11 34172
"wcorr" 1 50 500 2 11 555716
"wcorr" 1 50 500 3 11 45097
"wcorr" 1 50 500 4 11 71
"wcorr" 1 50 500 5 11 265
"uncorr" 1 50 200 7 24 2
"wcorr" 1 50 500 6 11 28285368873273
"wcorr" 1 50 500 7 11 6095573
"wcorr" 1 50 500 8 11 41593
"wcorr" 1 50 500 9 11 36165
"wcorr" 1 50 500 10 11 29022
"wcorr" 1 50 500 11 11 2120
"wcorr" 1 50 500 1 12 1840
"wcorr" 1 50 500 2 12 15
"wcorr" 1 50 500 3 12 18
"wcorr" 1 50 500 4 12 827
"uncorr" 1 50 200 8 24 8
"wcorr" 1 50 500 5 12 435223
"wcorr" 1 50 500 6 12 177873383438
"wcorr" 1 50 500 7 12 325
"wcorr" 1 50 500 8 12 79
"wcorr" 1 50 500 9 12 47902
"wcorr" 1 50 500 10 12 145435
"wcorr" 1 50 500 11 12 56
"wcorr" 1 50 500 1 13 29
"wcorr" 1 50 500 2 13 318
"wcorr" 1 50 500 3 13 12253075
"uncorr" 1 50 200 9 24 1
"wcorr" 1 50 500 4 13 12425
"wcorr" 1 50 500 5 13 939
"wcorr" 1 50 500 6 13 88921770
"wcorr" 1 50 500 7 13 694
"wcorr" 1 50 500 8 13 2873
"wcorr" 1 50 500 9 13 115618
"wcorr" 1 50 500 10 13 13
"wcorr" 1 50 500 11 13 5969
"wcorr" 1 50 500 1 14 1169
"wcorr" 1 50 500 2 14 26
"uncorr" 1 50 200 10 24 1
"wcorr" 1 50 500 3 14 5786
"wcorr" 1 50 500 4 14 259870
"wcorr" 1 50 500 5 14 46848
"wcorr" 1 50 500 6 14 295896763474630
"wcorr" 1 50 500 7 14 36
"wcorr" 1 50 500 8 14 54443
"wcorr" 1 50 500 9 14 39
"wcorr" 1 50 500 10 14 4477319
"wcorr" 1 50 500 11 14 383
"wcorr" 1 50 500 1 15 3499
"uncorr" 1 50 200 11 24 2
"wcorr" 1 50 500 2 15 34764
"wcorr" 1 50 500 3 15 105226
"wcorr" 1 50 500 4 15 130
"wcorr" 1 50 500 5 15 11
"wcorr" 1 50 500 6 15 316359601155
"wcorr" 1 50 500 7 15 55411
"wcorr" 1 50 500 8 15 130
"wcorr" 1 50 500 9 15 6
"wcorr" 1 50 500 10 15 22
"wcorr" 1 50 500 11 15 755
"uncorr" 1 50 200 1 25 1
"wcorr" 1 50 500 1 16 17525
"wcorr" 1 50 500 2 16 8
"wcorr" 1 50 500 3 16 248641
"wcorr" 1 50 500 4 16 4348
"wcorr" 1 50 500 5 16 1628057566
"wcorr" 1 50 500 6 16 52068255465784
"wcorr" 1 50 500 7 16 138167
"wcorr" 1 50 500 8 16 2478
"wcorr" 1 50 500 9 16 618
"wcorr" 1 50 500 10 16 250212
"uncorr" 1 50 50 11 10 2
"uncorr" 1 50 200 2 25 3
"wcorr" 1 50 500 11 16 1
"wcorr" 1 50 500 1 17 7917
"wcorr" 1 50 500 2 17 2655226
"wcorr" 1 50 500 3 17 16
"wcorr" 1 50 500 4 17 19013
"wcorr" 1 50 500 5 17 82
"wcorr" 1 50 500 6 17 7967
"wcorr" 1 50 500 7 17 994657
"wcorr" 1 50 500 8 17 17214
"wcorr" 1 50 500 9 17 1495891
"uncorr" 1 50 200 3 25 2
"wcorr" 1 50 500 10 17 49
"wcorr" 1 50 500 11 17 7543
"wcorr" 1 50 500 1 18 1
"wcorr" 1 50 500 2 18 10474135
"wcorr" 1 50 500 3 18 818
"wcorr" 1 50 500 4 18 3048457
"wcorr" 1 50 500 5 18 560
"wcorr" 1 50 500 6 18 381994
"wcorr" 1 50 500 7 18 1
"wcorr" 1 50 500 8 18 4185
"uncorr" 1 50 200 4 25 5
"wcorr" 1 50 500 9 18 3209
"wcorr" 1 50 500 10 18 517669
"wcorr" 1 50 500 11 18 120
"wcorr" 1 50 500 1 19 50908
"wcorr" 1 50 500 2 19 307388
"wcorr" 1 50 500 3 19 143664
"wcorr" 1 50 500 4 19 331345
"wcorr" 1 50 500 5 19 4832
"wcorr" 1 50 500 6 19 2303508958
"wcorr" 1 50 500 7 19 23453
"uncorr" 1 50 200 5 25 1
"wcorr" 1 50 500 8 19 3593
"wcorr" 1 50 500 9 19 142
"wcorr" 1 50 500 10 19 17661
"wcorr" 1 50 500 11 19 100454
"wcorr" 1 50 500 1 20 1
"wcorr" 1 50 500 2 20 37486
"wcorr" 1 50 500 3 20 9765
"wcorr" 1 50 500 4 20 245079
"wcorr" 1 50 500 5 20 1
"wcorr" 1 50 500 6 20 409910
"uncorr" 1 50 200 6 25 1
"wcorr" 1 50 500 7 20 4725
"wcorr" 1 50 500 8 20 1
"wcorr" 1 50 500 9 20 28531
"wcorr" 1 50 500 10 20 125821
"wcorr" 1 50 500 11 20 369
"wcorr" 1 50 500 1 21 12366
"wcorr" 1 50 500 2 21 4
"wcorr" 1 50 500 3 21 3677
"wcorr" 1 50 500 4 21 22388
"wcorr" 1 50 500 5 21 19500
"uncorr" 1 50 200 7 25 2
"wcorr" 1 50 500 6 21 2919993501675
"wcorr" 1 50 500 7 21 211
"wcorr" 1 50 500 8 21 4
"wcorr" 1 50 500 9 21 6
"wcorr" 1 50 500 10 21 5114
"wcorr" 1 50 500 11 21 209496
"wcorr" 1 50 500 1 22 352
"wcorr" 1 50 500 2 22 14
"wcorr" 1 50 500 3 22 66
"wcorr" 1 50 500 4 22 42487
"uncorr" 1 50 200 8 25 1
"wcorr" 1 50 500 5 22 17085659
"wcorr" 1 50 500 6 22 2770008704354
"wcorr" 1 50 500 7 22 556
"wcorr" 1 50 500 8 22 49860
"wcorr" 1 50 500 9 22 29
"wcorr" 1 50 500 10 22 6251014
"wcorr" 1 50 500 11 22 50
"wcorr" 1 50 500 1 23 94
"wcorr" 1 50 500 2 23 298269
"wcorr" 1 50 500 3 23 2
"uncorr" 1 50 200 9 25 2
"wcorr" 1 50 500 4 23 153294
"wcorr" 1 50 500 5 23 186870
"wcorr" 1 50 500 6 23 1804163761084475
"wcorr" 1 50 500 7 23 1
"wcorr" 1 50 500 8 23 32
"wcorr" 1 50 500 9 23 2
"wcorr" 1 50 500 10 23 222702
"wcorr" 1 50 500 11 23 24
"wcorr" 1 50 500 1 24 1
"wcorr" 1 50 500 2 24 4551
"uncorr" 1 50 200 10 25 3
"wcorr" 1 50 500 3 24 13821
"wcorr" 1 50 500 4 24 35829272
"wcorr" 1 50 500 5 24 382
"wcorr" 1 50 500 6 24 610431012
"wcorr" 1 50 500 7 24 40427
"wcorr" 1 50 500 8 24 216591
"wcorr" 1 50 500 9 24 10685
"wcorr" 1 50 500 10 24 305
"wcorr" 1 50 500 11 24 10066
"wcorr" 1 50 500 1 25 579
"uncorr" 1 50 200 11 25 1
"wcorr" 1 50 500 2 25 6972
"wcorr" 1 50 500 3 25 3093
"wcorr" 1 50 500 4 25 2360760
"wcorr" 1 50 500 5 25 134480123
"wcorr" 1 50 500 6 25 2
"wcorr" 1 50 500 7 25 3
"wcorr" 1 50 500 8 25 3239
"wcorr" 1 50 500 9 25 320
"wcorr" 1 50 500 10 25 5807
"wcorr" 1 50 500 11 25 1921
"uncorr" 1 50 50 1 2 1
"uncorr" 1 50 50 1 11 1
"uncorr" 1 50 250 1 1 3
"wcorr" 1 100 50 1 1 1
"wcorr" 1 100 50 2 1 1
"wcorr" 1 100 50 3 1 1
"wcorr" 1 100 50 4 1 1
"wcorr" 1 100 50 5 1 1
"wcorr" 1 100 50 6 1 3
"wcorr" 1 100 50 7 1 1
"wcorr" 1 100 50 8 1 5
"wcorr" 1 100 50 9 1 2
"wcorr" 1 100 50 10 1 1
"uncorr" 1 50 250 2 1 1
"wcorr" 1 100 50 11 1 1
"wcorr" 1 100 50 1 2 1
"wcorr" 1 100 50 2 2 1
"wcorr" 1 100 50 3 2 2
"wcorr" 1 100 50 4 2 1
"wcorr" 1 100 50 5 2 1
"wcorr" 1 100 50 6 2 3
"wcorr" 1 100 50 7 2 2
"wcorr" 1 100 50 8 2 3
"wcorr" 1 100 50 9 2 1
"uncorr" 1 50 250 3 1 12
"wcorr" 1 100 50 10 2 1
"wcorr" 1 100 50 11 2 1
"wcorr" 1 100 50 1 3 1
"wcorr" 1 100 50 2 3 2
"wcorr" 1 100 50 3 3 1
"wcorr" 1 100 50 4 3 2
"wcorr" 1 100 50 5 3 2
"wcorr" 1 100 50 6 3 1
"wcorr" 1 100 50 7 3 1
"wcorr" 1 100 50 8 3 1
"uncorr" 1 50 250 4 1 1
"wcorr" 1 100 50 9 3 3
"wcorr" 1 100 50 10 3 1
"wcorr" 1 100 50 11 3 4
"wcorr" 1 100 50 1 4 1
"wcorr" 1 100 50 2 4 1
"wcorr" 1 100 50 3 4 1
"wcorr" 1 100 50 4 4 2
"wcorr" 1 100 50 5 4 1
"wcorr" 1 100 50 6 4 4
"wcorr" 1 100 50 7 4 1
"uncorr" 1 50 250 5 1 1
"wcorr" 1 100 50 8 4 1
"wcorr" 1 100 50 9 4 1
"wcorr" 1 100 50 10 4 1
"wcorr" 1 100 50 11 4 1
"wcorr" 1 100 50 1 5 1
"wcorr" 1 100 50 2 5 4
"wcorr" 1 100 50 3 5 1
"wcorr" 1 100 50 4 5 3
"wcorr" 1 100 50 5 5 1
"wcorr" 1 100 50 6 5 1
"uncorr" 1 50 250 6 1 5
"wcorr" 1 100 50 7 5 2
"wcorr" 1 100 50 8 5 2
"wcorr" 1 100 50 9 5 3
"wcorr" 1 100 50 10 5 1
"wcorr" 1 100 50 11 5 1
"wcorr" 1 100 50 1 6 1
"wcorr" 1 100 50 2 6 6
"wcorr" 1 100 50 3 6 2
"wcorr" 1 100 50 4 6 1
"wcorr" 1 100 50 5 6 1
"uncorr" 1 50 250 7 1 1
"wcorr" 1 100 50 6 6 1
"wcorr" 1 100 50 7 6 1
"wcorr" 1 100 50 8 6 2
"wcorr" 1 100 50 9 6 1
"wcorr" 1 100 50 10 6 1
"wcorr" 1 100 50 11 6 3
"wcorr" 1 100 50 1 7 2
"wcorr" 1 100 50 2 7 2
"wcorr" 1 100 50 3 7 2
"wcorr" 1 100 50 4 7 1
"uncorr" 1 50 250 8 1 4
"wcorr" 1 100 50 5 7 1
"wcorr" 1 100 50 6 7 3
"wcorr" 1 100 50 7 7 1
"wcorr" 1 100 50 8 7 2
"wcorr" 1 100 50 9 7 3
"wcorr" 1 100 50 10 7 1
"wcorr" 1 100 50 11 7 1
"wcorr" 1 100 50 1 8 1
"wcorr" 1 100 50 2 8 1
"wcorr" 1 100 50 3 8 1
"uncorr" 1 50 250 9 1 8
"wcorr" 1 100 50 4 8 1
"wcorr" 1 100 50 5 8 1
"wcorr" 1 100 50 6 8 1
"wcorr" 1 100 50 7 8 1
"wcorr" 1 100 50 8 8 1
"wcorr" 1 100 50 9 8 1
"wcorr" 1 100 50 10 8 2
"wcorr" 1 100 50 11 8 1
"wcorr" 1 100 50 1 9 1
"wcorr" 1 100 50 2 9 3
"uncorr" 1 50 250 10 1 6
"wcorr" 1 100 50 3 9 1
"wcorr" 1 100 50 4 9 1
"wcorr" 1 100 50 5 9 3
"wcorr" 1 100 50 6 9 1
"wcorr" 1 100 50 7 9 6
"wcorr" 1 100 50 8 9 3
"wcorr" 1 100 50 9 9 3
"wcorr" 1 100 50 10 9 1
"wcorr" 1 100 50 11 9 1
"wcorr" 1 100 50 1 10 1
"uncorr" 1 50 50 2 11 1
"uncorr" 1 50 250 11 1 3
"wcorr" 1 100 50 2 10 1
"wcorr" 1 100 50 3 10 2
"wcorr" 1 100 50 4 10 6
"wcorr" 1 100 50 5 10 7
"wcorr" 1 100 50 6 10 2
"wcorr" 1 100 50 7 10 1
"wcorr" 1 100 50 8 10 1
"wcorr" 1 100 50 9 10 1
"wcorr" 1 100 50 10 10 1
"wcorr" 1 100 50 11 10 2
"uncorr" 1 50 250 1 2 5
"wcorr" 1 100 50 1 11 1
"wcorr" 1 100 50 2 11 3
"wcorr" 1 100 50 3 11 3
"wcorr" 1 100 50 4 11 1
"wcorr" 1 100 50 5 11 2
"wcorr" 1 100 50 6 11 1
"wcorr" 1 100 50 7 11 1
"wcorr" 1 100 50 8 11 1
"wcorr" 1 100 50 9 11 1
"wcorr" 1 100 50 10 11 2
"uncorr" 1 50 250 2 2 2
"wcorr" 1 100 50 11 11 1
"wcorr" 1 100 50 1 12 2
"wcorr" 1 100 50 2 12 5
"wcorr" 1 100 50 3 12 7
"wcorr" 1 100 50 4 12 1
"wcorr" 1 100 50 5 12 3
"wcorr" 1 100 50 6 12 1
"wcorr" 1 100 50 7 12 1
"wcorr" 1 100 50 8 12 3
"wcorr" 1 100 50 9 12 11
"uncorr" 1 50 250 3 2 1
"wcorr" 1 100 50 10 12 1
"wcorr" 1 100 50 11 12 1
"wcorr" 1 100 50 1 13 1
"wcorr" 1 100 50 2 13 1
"wcorr" 1 100 50 3 13 1
"wcorr" 1 100 50 4 13 1
"wcorr" 1 100 50 5 13 1
"wcorr" 1 100 50 6 13 1
"wcorr" 1 100 50 7 13 4
"wcorr" 1 100 50 8 13 1
"uncorr" 1 50 250 4 2 1
"wcorr" 1 100 50 9 13 1
"wcorr" 1 100 50 10 13 1
"wcorr" 1 100 50 11 13 3
"wcorr" 1 100 50 1 14 1
"wcorr" 1 100 50 2 14 1
"wcorr" 1 100 50 3 14 1
"wcorr" 1 100 50 4 14 1
"wcorr" 1 100 50 5 14 2
"wcorr" 1 100 50 6 14 1
"wcorr" 1 100 50 7 14 1
"uncorr" 1 50 250 5 2 6
"wcorr" 1 100 50 8 14 4
"wcorr" 1 100 50 9 14 1
"wcorr" 1 100 50 10 14 1
"wcorr" 1 100 50 11 14 1
"wcorr" 1 100 50 1 15 3
"wcorr" 1 100 50 2 15 1
"wcorr" 1 100 50 3 15 2
"wcorr" 1 100 50 4 15 1
"wcorr" 1 100 50 5 15 5
"wcorr" 1 100 50 6 15 1
"uncorr" 1 50 250 6 2 1
"wcorr" 1 100 50 7 15 1
"wcorr" 1 100 50 8 15 2
"wcorr" 1 100 50 9 15 2
"wcorr" 1 100 50 10 15 5
"wcorr" 1 100 50 11 15 1
"wcorr" 1 100 50 1 16 2
"wcorr" 1 100 50 2 16 1
"wcorr" 1 100 50 3 16 1
"wcorr" 1 100 50 4 16 4
"wcorr" 1 100 50 5 16 1
"uncorr" 1 50 250 7 2 2
"wcorr" 1 100 50 6 16 2
"wcorr" 1 100 50 7 16 1
"wcorr" 1 100 50 8 16 1
"wcorr" 1 100 50 9 16 2
"wcorr" 1 100 50 10 16 1
"wcorr" 1 100 50 11 16 1
"wcorr" 1 100 50 1 17 1
"wcorr" 1 100 50 2 17 1
"wcorr" 1 100 50 3 17 1
"wcorr" 1 100 50 4 17 1
"uncorr" 1 50 250 8 2 10
"wcorr" 1 100 50 5 17 7
"wcorr" 1 100 50 6 17 5
"wcorr" 1 100 50 7 17 4
"wcorr" 1 100 50 8 17 3
"wcorr" 1 100 50 9 17 2
"wcorr" 1 100 50 10 17 2
"wcorr" 1 100 50 11 17 1
"wcorr" 1 100 50 1 18 1
"wcorr" 1 100 50 2 18 1
"wcorr" 1 100 50 3 18 1
"uncorr" 1 50 250 9 2 1
"wcorr" 1 100 50 4 18 1
"wcorr" 1 100 50 5 18 2
"wcorr" 1 100 50 6 18 2
"wcorr" 1 100 50 7 18 2
"wcorr" 1 100 50 8 18 1
"wcorr" 1 100 50 9 18 1
"wcorr" 1 100 50 10 18 7
"wcorr" 1 100 50 11 18 1
"wcorr" 1 100 50 1 19 1
"wcorr" 1 100 50 2 19 1
"uncorr" 1 50 50 3 11 1
"uncorr" 1 50 250 10 2 2
"wcorr" 1 100 50 3 19 3
"wcorr" 1 100 50 4 19 1
"wcorr" 1 100 50 5 19 1
"wcorr" 1 100 50 6 19 1
"wcorr" 1 100 50 7 19 1
"wcorr" 1 100 50 8 19 1
"wcorr" 1 100 50 9 19 1
"wcorr" 1 100 50 10 19 1
"wcorr" 1 100 50 11 19 1
"wcorr" 1 100 50 1 20 2
"uncorr" 1 50 250 11 2 10
"wcorr" 1 100 50 2 20 1
"wcorr" 1 100 50 3 20 1
"wcorr" 1 100 50 4 20 1
"wcorr" 1 100 50 5 20 1
"wcorr" 1 100 50 6 20 3
"wcorr" 1 100 50 7 20 3
"wcorr" 1 100 50 8 20 1
"wcorr" 1 100 50 9 20 1
"wcorr" 1 100 50 10 20 1
"wcorr" 1 100 50 11 20 1
"uncorr" 1 50 250 1 3 6
"wcorr" 1 100 50 1 21 1
"wcorr" 1 100 50 2 21 1
"wcorr" 1 100 50 3 21 1
"wcorr" 1 100 50 4 21 1
"wcorr" 1 100 50 5 21 2
"wcorr" 1 100 50 6 21 1
"wcorr" 1 100 50 7 21 1
"wcorr" 1 100 50 8 21 1
"wcorr" 1 100 50 9 21 1
"wcorr" 1 100 50 10 21 1
"uncorr" 1 50 250 2 3 1
"wcorr" 1 100 50 11 21 2
"wcorr" 1 100 50 1 22 1
"wcorr" 1 100 50 2 22 1
"wcorr" 1 100 50 3 22 2
"wcorr" 1 100 50 4 22 1
"wcorr" 1 100 50 5 22 3
"wcorr" 1 100 50 6 22 1
"wcorr" 1 100 50 7 22 1
"wcorr" 1 100 50 8 22 2
"wcorr" 1 100 50 9 22 3
"uncorr" 1 50 250 3 3 10
"wcorr" 1 100 50 10 22 3
"wcorr" 1 100 50 11 22 2
"wcorr" 1 100 50 1 23 2
"wcorr" 1 100 50 2 23 1
"wcorr" 1 100 50 3 23 2
"wcorr" 1 100 50 4 23 1
"wcorr" 1 100 50 5 23 3
"wcorr" 1 100 50 6 23 3
"wcorr" 1 100 50 7 23 1
"wcorr" 1 100 50 8 23 4
"uncorr" 1 50 250 4 3 3
"wcorr" 1 100 50 9 23 1
"wcorr" 1 100 50 10 23 5
"wcorr" 1 100 50 11 23 1
"wcorr" 1 100 50 1 24 1
"wcorr" 1 100 50 2 24 2
"wcorr" 1 100 50 3 24 2
"wcorr" 1 100 50 4 24 1
"wcorr" 1 100 50 5 24 2
"wcorr" 1 100 50 6 24 4
"wcorr" 1 100 50 7 24 1
"uncorr" 1 50 250 5 3 1
"wcorr" 1 100 50 8 24 3
"wcorr" 1 100 50 9 24 1
"wcorr" 1 100 50 10 24 2
"wcorr" 1 100 50 11 24 1
"wcorr" 1 100 50 1 25 1
"wcorr" 1 100 50 2 25 1
"wcorr" 1 100 50 3 25 1
"wcorr" 1 100 50 4 25 2
"wcorr" 1 100 50 5 25 4
"wcorr" 1 100 50 6 25 4
"uncorr" 1 50 250 6 3 2
"wcorr" 1 100 50 7 25 10
"wcorr" 1 100 50 8 25 2
"wcorr" 1 100 50 9 25 3
"wcorr" 1 100 50 10 25 4
"wcorr" 1 100 50 11 25 1
"wcorr" 1 100 100 1 1 2
"wcorr" 1 100 100 2 1 4
