"generator" "L" "R" "n" "h" "run" "nsols"
"scorr" 1 250 450 5 10 5885121621298472
"scorr" 1 250 450 6 10 179078634258071
"scorr" 1 250 450 7 10 44429635075674072
"scorr" 1 250 450 8 10 10891627953218
"scorr" 1 250 450 9 10 5427899135276
"scorr" 1 250 450 10 10 150
"scorr" 1 250 450 11 10 612124
"uncorr" 1 50 450 1 22 5
"scorr" 1 250 450 1 11 19610612
"scorr" 1 250 450 2 11 5411834725
"scorr" 1 250 450 3 11 300969869
"scorr" 1 250 450 4 11 8070455
"scorr" 1 250 450 5 11 41185596328875
"scorr" 1 250 450 6 11 55575044908
"scorr" 1 250 450 7 11 677067362
"scorr" 1 250 450 8 11 5789736687997177
"scorr" 1 250 450 9 11 23
"scorr" 1 250 450 10 11 1266436
"uncorr" 1 50 450 2 22 27
"scorr" 1 250 450 11 11 1585
"scorr" 1 250 450 1 12 290
"scorr" 1 250 450 2 12 92784314
"scorr" 1 250 450 3 12 30758169
"scorr" 1 250 450 4 12 606846448
"scorr" 1 250 450 5 12 16958941181973
"scorr" 1 250 450 6 12 177943
"scorr" 1 250 450 7 12 328223320905259
"scorr" 1 250 450 8 12 23
"scorr" 1 250 450 9 12 4169580550825978880
"uncorr" 1 50 450 3 22 2
"scorr" 1 250 450 10 12 9598078077170790400
"scorr" 1 250 450 11 12 473835
"scorr" 1 250 450 1 13 6594650
"scorr" 1 250 450 2 13 3383373
"scorr" 1 250 450 3 13 631886
"scorr" 1 250 450 4 13 379686356917517
"scorr" 1 250 450 5 13 27145894
"scorr" 1 250 450 6 13 4360317403149588
"scorr" 1 250 450 7 13 32
"scorr" 1 250 450 8 13 20818
"uncorr" 1 50 450 4 22 120
"scorr" 1 250 450 9 13 433974957227330240
"scorr" 1 250 450 10 13 1045786532213
"scorr" 1 250 450 11 13 523039176867063
"scorr" 1 250 450 1 14 8827611699
"scorr" 1 250 450 2 14 95752966
"scorr" 1 250 450 3 14 237633
"scorr" 1 250 450 4 14 27333186476212
"scorr" 1 250 450 5 14 981910576437
"scorr" 1 250 450 6 14 7988272092
"scorr" 1 250 450 7 14 3
"uncorr" 1 50 450 5 22 4
"scorr" 1 250 450 8 14 46043892
"scorr" 1 250 450 9 14 12668733897458432
"scorr" 1 250 450 10 14 407064287166839680
"scorr" 1 250 450 11 14 259983373514301
"scorr" 1 250 450 1 15 1676009563
"scorr" 1 250 450 2 15 11174928417
"scorr" 1 250 450 3 15 1008038
"scorr" 1 250 450 4 15 139759272859
"scorr" 1 250 450 5 15 6176070099832
"scorr" 1 250 450 6 15 1078125239510590
"uncorr" 1 50 450 6 22 35
"scorr" 1 250 450 7 15 93396380634883
"scorr" 1 250 450 8 15 609184528245912448
"scorr" 1 250 450 9 15 1331667184276922112
"scorr" 1 250 450 10 15 5049123398064957440
"scorr" 1 250 450 11 15 5902474
"scorr" 1 250 450 1 16 15527377686
"scorr" 1 250 450 2 16 223824663
"scorr" 1 250 450 3 16 14680814
"scorr" 1 250 450 4 16 12520425
"scorr" 1 250 450 5 16 20038663600429
"uncorr" 1 50 450 7 22 3
"scorr" 1 250 450 6 16 34414033896631
"scorr" 1 250 450 7 16 15894728326686
"scorr" 1 250 450 8 16 2181175206000579
"scorr" 1 250 450 9 16 16793379951674
"scorr" 1 250 450 10 16 488026922001
"scorr" 1 250 450 11 16 20036670958958
"scorr" 1 250 450 1 17 9638
"scorr" 1 250 450 2 17 40772862748
"scorr" 1 250 450 3 17 60768647
"scorr" 1 250 450 4 17 107427
"uncorr" 1 50 450 8 22 14
"scorr" 1 250 450 5 17 1792074474634817
"scorr" 1 250 450 6 17 586
"scorr" 1 250 450 7 17 144816345
"scorr" 1 250 450 8 17 10233
"scorr" 1 250 450 9 17 3383861697290
"scorr" 1 250 450 10 17 35490309714608496
"scorr" 1 250 450 11 17 12376588019795
"scorr" 1 250 450 1 18 122122
"scorr" 1 250 450 2 18 9411
"scorr" 1 250 450 3 18 376222572971
"uncorr" 1 50 450 9 22 3
"scorr" 1 250 450 4 18 4931354204106
"scorr" 1 250 450 5 18 2235687
"scorr" 1 250 450 6 18 6179644270780066816
"scorr" 1 250 450 7 18 4557104310
"scorr" 1 250 450 8 18 12978681
"scorr" 1 250 450 9 18 16305849392763
"scorr" 1 250 450 10 18 42313142495558528
"scorr" 1 250 450 11 18 48284
"scorr" 1 250 450 1 19 131069237
"scorr" 1 250 450 2 19 1563
"uncorr" 1 50 50 3 23 1
"uncorr" 1 50 450 10 22 8
"scorr" 1 250 450 3 19 3
"scorr" 1 250 450 4 19 23495236910711
"scorr" 1 250 450 5 19 24054
"scorr" 1 250 450 6 19 159558
"scorr" 1 250 450 7 19 84201561731382848
"scorr" 1 250 450 8 19 4156501554159
"scorr" 1 250 450 9 19 31920788
"scorr" 1 250 450 10 19 1300
"scorr" 1 250 450 11 19 8194582724173
"scorr" 1 250 450 1 20 1639868969
"uncorr" 1 50 450 11 22 2
"scorr" 1 250 450 2 20 8130796733899
"scorr" 1 250 450 3 20 160246852
"scorr" 1 250 450 4 20 184
"scorr" 1 250 450 5 20 469
"scorr" 1 250 450 6 20 26962706879
"scorr" 1 250 450 7 20 7962582254345338
"scorr" 1 250 450 8 20 781446544450956
"scorr" 1 250 450 9 20 404236667151612
"scorr" 1 250 450 10 20 156285828636
"scorr" 1 250 450 11 20 5130123751551
"uncorr" 1 50 450 1 23 8
"scorr" 1 250 450 1 21 10142190
"scorr" 1 250 450 2 21 535384524
"scorr" 1 250 450 3 21 43207477007197
"scorr" 1 250 450 4 21 1214812493786318
"scorr" 1 250 450 5 21 61882481
"scorr" 1 250 450 6 21 146566850424340160
"scorr" 1 250 450 7 21 1665418126484061
"scorr" 1 250 450 8 21 3240107412142393344
"scorr" 1 250 450 9 21 2504278
"scorr" 1 250 450 10 21 1578571976307265
"uncorr" 1 50 450 2 23 20
"scorr" 1 250 450 11 21 8794
"scorr" 1 250 450 1 22 1151
"scorr" 1 250 450 2 22 22925
"scorr" 1 250 450 3 22 282372
"scorr" 1 250 450 4 22 5119
"scorr" 1 250 450 5 22 481546463
"scorr" 1 250 450 6 22 2201737885589167616
"scorr" 1 250 450 7 22 2361916005976607
"scorr" 1 250 450 8 22 6107832370
"scorr" 1 250 450 9 22 452372434518613
"uncorr" 1 50 450 3 23 3
"scorr" 1 250 450 10 22 759621560952108
"scorr" 1 250 450 11 22 9866234793736438
"scorr" 1 250 450 1 23 97882749
"scorr" 1 250 450 2 23 33086685
"scorr" 1 250 450 3 23 34152
"scorr" 1 250 450 4 23 62011
"scorr" 1 250 450 5 23 1271092613197
"scorr" 1 250 450 6 23 354882
"scorr" 1 250 450 7 23 1498504619695358
"scorr" 1 250 450 8 23 82
"uncorr" 1 50 450 4 23 10
"scorr" 1 250 450 9 23 91203653412457408
"scorr" 1 250 450 10 23 533813611839324224
"scorr" 1 250 450 11 23 43132820294370
"scorr" 1 250 450 1 24 17644697
"scorr" 1 250 450 2 24 575057
"scorr" 1 250 450 3 24 80784453259
"scorr" 1 250 450 4 24 12494756
"scorr" 1 250 450 5 24 6068730147554
"scorr" 1 250 450 6 24 141711615266
"scorr" 1 250 450 7 24 221428
"uncorr" 1 50 450 5 23 35
"scorr" 1 250 450 8 24 1170368277519516
"scorr" 1 250 450 9 24 230488598
"scorr" 1 250 450 10 24 185743836140
"scorr" 1 250 450 11 24 172495
"scorr" 1 250 450 1 25 7665062500
"scorr" 1 250 450 2 25 1480326414877
"scorr" 1 250 450 3 25 777639
"scorr" 1 250 450 4 25 15277130038
"scorr" 1 250 450 5 25 118090047199909
"scorr" 1 250 450 6 25 317791838765
"uncorr" 1 50 450 6 23 59
"scorr" 1 250 450 7 25 1678856334352377856
"scorr" 1 250 450 8 25 25488975755931
"scorr" 1 250 450 9 25 52586272
"scorr" 1 250 450 10 25 1301
"scorr" 1 250 450 11 25 4702008683391
"scorr" 1 250 500 1 1 1047293
"scorr" 1 250 500 2 1 60742764997147
"scorr" 1 250 500 3 1 10292
"scorr" 1 250 500 4 1 117150852
"scorr" 1 250 500 5 1 18047149109180
"uncorr" 1 50 450 7 23 157
"scorr" 1 250 500 6 1 17415972088428920
"scorr" 1 250 500 7 1 1713272
"scorr" 1 250 500 8 1 73710433960125184
"scorr" 1 250 500 9 1 3190756336353596928
"scorr" 1 250 500 10 1 1488725629
"scorr" 1 250 500 11 1 2862
"scorr" 1 250 500 1 2 23587161803
"scorr" 1 250 500 2 2 16006464989452
"scorr" 1 250 500 3 2 12249463403
"scorr" 1 250 500 4 2 114421293871802
"uncorr" 1 50 450 8 23 11
"scorr" 1 250 500 5 2 172782508677
"scorr" 1 250 500 6 2 90561904781803
"scorr" 1 250 500 7 2 55486406117
"scorr" 1 250 500 8 2 325620123124
"scorr" 1 250 500 9 2 2
"scorr" 1 250 500 10 2 46521463463558
"scorr" 1 250 500 11 2 134746500303
"scorr" 1 250 500 1 3 1434733
"scorr" 1 250 500 2 3 272179
"scorr" 1 250 500 3 3 284185583397
"uncorr" 1 50 50 4 23 1
"uncorr" 1 50 450 9 23 5
"scorr" 1 250 500 4 3 112107253468286
"scorr" 1 250 500 5 3 4681912
"scorr" 1 250 500 6 3 464971614914437504
"scorr" 1 250 500 7 3 4285422559813874
"scorr" 1 250 500 8 3 3.38149133411053e+20
"scorr" 1 250 500 9 3 846773685241
"scorr" 1 250 500 10 3 155448
"scorr" 1 250 500 11 3 1313963114867304
"scorr" 1 250 500 1 4 346965651
"scorr" 1 250 500 2 4 852354152864
"uncorr" 1 50 450 10 23 1
"scorr" 1 250 500 3 4 5322
"scorr" 1 250 500 4 4 8726384035106
"scorr" 1 250 500 5 4 81335867
"scorr" 1 250 500 6 4 5081724925061036
"scorr" 1 250 500 7 4 838958916501579
"scorr" 1 250 500 8 4 2227771635309406208
"scorr" 1 250 500 9 4 16246054049081
"scorr" 1 250 500 10 4 23154884242525929472
"scorr" 1 250 500 11 4 23067867247
"scorr" 1 250 500 1 5 1099180
"uncorr" 1 50 450 11 23 1
"scorr" 1 250 500 2 5 621823972
"scorr" 1 250 500 3 5 7211
"scorr" 1 250 500 4 5 1196321494322
"scorr" 1 250 500 5 5 2421271569080
"scorr" 1 250 500 6 5 1569971581986
"scorr" 1 250 500 7 5 21348433810050
"scorr" 1 250 500 8 5 209415082232221
"scorr" 1 250 500 9 5 109463651919565232
"scorr" 1 250 500 10 5 121174632116
"scorr" 1 250 500 11 5 295514990483799552
"uncorr" 1 50 450 1 24 5
"scorr" 1 250 500 1 6 2193
"scorr" 1 250 500 2 6 1598985770
"scorr" 1 250 500 3 6 2953417582274001
"scorr" 1 250 500 4 6 10759
"scorr" 1 250 500 5 6 1984559099891185
"scorr" 1 250 500 6 6 58905986175979232
"scorr" 1 250 500 7 6 7200
"scorr" 1 250 500 8 6 1609
"scorr" 1 250 500 9 6 8195024
"scorr" 1 250 500 10 6 627844890
"uncorr" 1 50 450 2 24 6
"scorr" 1 250 500 11 6 7481282367
"scorr" 1 250 500 1 7 4344264245
"scorr" 1 250 500 2 7 1731647918644
"scorr" 1 250 500 3 7 8372835866
"scorr" 1 250 500 4 7 4531988575436928
"scorr" 1 250 500 5 7 4516308
"scorr" 1 250 500 6 7 19212880
"scorr" 1 250 500 7 7 35229966763672632
"scorr" 1 250 500 8 7 619357151174344
"scorr" 1 250 500 9 7 1454
"uncorr" 1 50 450 3 24 2
"scorr" 1 250 500 10 7 380600578379
"scorr" 1 250 500 11 7 729461421521849984
"scorr" 1 250 500 1 8 31844909959
"scorr" 1 250 500 2 8 133833
"scorr" 1 250 500 3 8 6025
"scorr" 1 250 500 4 8 9020022
"scorr" 1 250 500 5 8 44223
"scorr" 1 250 500 6 8 76362
"scorr" 1 250 500 7 8 28962324455771
"scorr" 1 250 500 8 8 1
"uncorr" 1 50 450 4 24 4
"scorr" 1 250 500 9 8 681875
"scorr" 1 250 500 10 8 13092318071447538
"scorr" 1 250 500 11 8 64965465078192
"scorr" 1 250 500 1 9 39974
"scorr" 1 250 500 2 9 648061767149
"scorr" 1 250 500 3 9 35153037
"scorr" 1 250 500 4 9 306439801
"scorr" 1 250 500 5 9 633218924
"scorr" 1 250 500 6 9 19227
"scorr" 1 250 500 7 9 33718
"uncorr" 1 50 450 5 24 8
"scorr" 1 250 500 8 9 78047483392627168
"scorr" 1 250 500 9 9 11028852
"scorr" 1 250 500 10 9 236831511437235520
"scorr" 1 250 500 11 9 4314833034824815
"scorr" 1 250 500 1 10 60489
"scorr" 1 250 500 2 10 2514366572366
"scorr" 1 250 500 3 10 15306010193938
"scorr" 1 250 500 4 10 37179314500799
"scorr" 1 250 500 5 10 186992410
"scorr" 1 250 500 6 10 3888671203218756
"uncorr" 1 50 450 6 24 1
"scorr" 1 250 500 7 10 4455362789903
"scorr" 1 250 500 8 10 1890956719178036
"scorr" 1 250 500 9 10 110389356595364
"scorr" 1 250 500 10 10 4881821
"scorr" 1 250 500 11 10 554730377622368384
"scorr" 1 250 500 1 11 2420049
"scorr" 1 250 500 2 11 420598430227
"scorr" 1 250 500 3 11 146527373193871
"scorr" 1 250 500 4 11 2622541795878207
"scorr" 1 250 500 5 11 18610
"uncorr" 1 50 450 7 24 1
"scorr" 1 250 500 6 11 1796532
"scorr" 1 250 500 7 11 10169456047257582
"scorr" 1 250 500 8 11 93382928218
"scorr" 1 250 500 9 11 3364
"scorr" 1 250 500 10 11 225004678084
"scorr" 1 250 500 11 11 694212069200
"scorr" 1 250 500 1 12 12678800755
"scorr" 1 250 500 2 12 6461364189
"scorr" 1 250 500 3 12 25228397954
"scorr" 1 250 500 4 12 113742110176
"uncorr" 1 50 50 5 23 1
"uncorr" 1 50 450 8 24 4
"scorr" 1 250 500 5 12 2516386667168
"scorr" 1 250 500 6 12 1
"scorr" 1 250 500 7 12 574
"scorr" 1 250 500 8 12 8.67724470461889e+20
"scorr" 1 250 500 9 12 3085003798198764032
"scorr" 1 250 500 10 12 51669772719477112832
"scorr" 1 250 500 11 12 326215120827
"scorr" 1 250 500 1 13 780382
"scorr" 1 250 500 2 13 22
"scorr" 1 250 500 3 13 452302702529
"uncorr" 1 50 450 9 24 6
"scorr" 1 250 500 4 13 23182304015
"scorr" 1 250 500 5 13 1119461121206
"scorr" 1 250 500 6 13 122088539965082
"scorr" 1 250 500 7 13 27079209
"scorr" 1 250 500 8 13 2352720350
"scorr" 1 250 500 9 13 9793867983
"scorr" 1 250 500 10 13 8138626132
"scorr" 1 250 500 11 13 632718315849658752
"scorr" 1 250 500 1 14 37592509956
"scorr" 1 250 500 2 14 15851968
"uncorr" 1 50 450 10 24 9
"scorr" 1 250 500 3 14 3067563193
"scorr" 1 250 500 4 14 158830670313625
"scorr" 1 250 500 5 14 2015324135164
"scorr" 1 250 500 6 14 1568981660075
"scorr" 1 250 500 7 14 103533927031759152
"scorr" 1 250 500 8 14 2.47717478344818e+20
"scorr" 1 250 500 9 14 7909520925472457728
"scorr" 1 250 500 10 14 12403138098240649216
"scorr" 1 250 500 11 14 16431384258728268
"scorr" 1 250 500 1 15 8011
"uncorr" 1 50 450 11 24 11
"scorr" 1 250 500 2 15 24638
"scorr" 1 250 500 3 15 12929845868
"scorr" 1 250 500 4 15 920727
"scorr" 1 250 500 5 15 4270421856905
"scorr" 1 250 500 6 15 93717864448744048
"scorr" 1 250 500 7 15 11891467
"scorr" 1 250 500 8 15 1286919594060962
"scorr" 1 250 500 9 15 1552540176
"scorr" 1 250 500 10 15 2545986860215234
"scorr" 1 250 500 11 15 991179847232848768
"uncorr" 1 50 450 1 25 4
"scorr" 1 250 500 1 16 1085378272
"scorr" 1 250 500 2 16 1444
"scorr" 1 250 500 3 16 1717
"scorr" 1 250 500 4 16 8172555773
"scorr" 1 250 500 5 16 5587305944
"scorr" 1 250 500 6 16 430942448
"scorr" 1 250 500 7 16 80875067073980704
"scorr" 1 250 500 8 16 318398757
"scorr" 1 250 500 9 16 67109740061641
"scorr" 1 250 500 10 16 7070123308
"uncorr" 1 50 450 2 25 1
"scorr" 1 250 500 11 16 140841646010
"scorr" 1 250 500 1 17 51509391001
"scorr" 1 250 500 2 17 7993
"scorr" 1 250 500 3 17 565617673
"scorr" 1 250 500 4 17 1536388073
"scorr" 1 250 500 5 17 356953169475660
"scorr" 1 250 500 6 17 757
"scorr" 1 250 500 7 17 970258854575
"scorr" 1 250 500 8 17 78547194748956
"scorr" 1 250 500 9 17 4434715614596354
"uncorr" 1 50 450 3 25 3
"scorr" 1 250 500 10 17 215978520021015840
"scorr" 1 250 500 11 17 294388265
"scorr" 1 250 500 1 18 6456883251
"scorr" 1 250 500 2 18 273714
"scorr" 1 250 500 3 18 13672918
"scorr" 1 250 500 4 18 4
"scorr" 1 250 500 5 18 21971529150877180
"scorr" 1 250 500 6 18 485729275396
"scorr" 1 250 500 7 18 4069306255588185
"scorr" 1 250 500 8 18 1185767139566138368
"uncorr" 1 50 450 4 25 2
"scorr" 1 250 500 9 18 17411276
"scorr" 1 250 500 10 18 46025348
"scorr" 1 250 500 11 18 483073321127090112
"scorr" 1 250 500 1 19 2113238585
"scorr" 1 250 500 2 19 24318233
"scorr" 1 250 500 3 19 107053379171814
"scorr" 1 250 500 4 19 4214207206400940
"scorr" 1 250 500 5 19 1593092305727
"scorr" 1 250 500 6 19 68433557198379
"scorr" 1 250 500 7 19 542292108837
"uncorr" 1 50 450 5 25 1
"scorr" 1 250 500 8 19 2.22816772821948e+22
"scorr" 1 250 500 9 19 4.29014503084838e+21
"scorr" 1 250 500 10 19 1818
"scorr" 1 250 500 11 19 26218288125
"scorr" 1 250 500 1 20 2739727852
"scorr" 1 250 500 2 20 45542111085
"scorr" 1 250 500 3 20 7567178
"scorr" 1 250 500 4 20 3779548101649310
"scorr" 1 250 500 5 20 35472207869
"scorr" 1 250 500 6 20 855496785193960320
"uncorr" 1 50 450 6 25 2
"scorr" 1 250 500 7 20 278515927604304032
"scorr" 1 250 500 8 20 10448808686423254
"scorr" 1 250 500 9 20 509091424280
"scorr" 1 250 500 10 20 39274001161280912
"scorr" 1 250 500 11 20 459231683466
"scorr" 1 250 500 1 21 29273
"scorr" 1 250 500 2 21 844848
"scorr" 1 250 500 3 21 3942
"scorr" 1 250 500 4 21 257224232610
"scorr" 1 250 500 5 21 326384
"uncorr" 1 50 50 6 23 1
"uncorr" 1 50 450 7 25 1
"scorr" 1 250 500 6 21 175434581652
"scorr" 1 250 500 7 21 2401044660351
"scorr" 1 250 500 8 21 174685
"scorr" 1 250 500 9 21 131331148442922304
"scorr" 1 250 500 10 21 107076
"scorr" 1 250 500 11 21 2667345113252922
"scorr" 1 250 500 1 22 1472597432302
"scorr" 1 250 500 2 22 1033986438378
"scorr" 1 250 500 3 22 2726121756
"scorr" 1 250 500 4 22 61980013862183536
"uncorr" 1 50 450 8 25 9
"scorr" 1 250 500 5 22 3287805034637689344
"scorr" 1 250 500 6 22 2363542763828
"scorr" 1 250 500 7 22 20111318719065
"scorr" 1 250 500 8 22 48878236826757328
"scorr" 1 250 500 9 22 3524368
"scorr" 1 250 500 10 22 3381329128665653248
"scorr" 1 250 500 11 22 237857201302483
"scorr" 1 250 500 1 23 334527184
"scorr" 1 250 500 2 23 5555497
"scorr" 1 250 500 3 23 2559537558
"uncorr" 1 50 450 9 25 7
"scorr" 1 250 500 4 23 222214
"scorr" 1 250 500 5 23 544911
"scorr" 1 250 500 6 23 418991408960985728
"scorr" 1 250 500 7 23 257
"scorr" 1 250 500 8 23 125906049874698
"scorr" 1 250 500 9 23 1559713341004547
"scorr" 1 250 500 10 23 23736104756
"scorr" 1 250 500 11 23 187
"scorr" 1 250 500 1 24 27937234
"scorr" 1 250 500 2 24 2545964
"uncorr" 1 50 450 10 25 25
"scorr" 1 250 500 3 24 303326935533206
"scorr" 1 250 500 4 24 355198769355248
"scorr" 1 250 500 5 24 259329950946
"scorr" 1 250 500 6 24 3847509
"scorr" 1 250 500 7 24 50252664
"scorr" 1 250 500 8 24 64843595
"scorr" 1 250 500 9 24 890752696723763
"scorr" 1 250 500 10 24 74843531793
"scorr" 1 250 500 11 24 279435101491007360
"scorr" 1 250 500 1 25 3416
"uncorr" 1 50 450 11 25 9
"scorr" 1 250 500 2 25 1677002125946
"scorr" 1 250 500 3 25 70
"scorr" 1 250 500 4 25 931831478839
"scorr" 1 250 500 5 25 1247140718619
"scorr" 1 250 500 6 25 2945414132
"scorr" 1 250 500 7 25 1599441308
"scorr" 1 250 500 8 25 2899533199193
"scorr" 1 250 500 9 25 522778431492
"scorr" 1 250 500 10 25 34159229622936096768
"scorr" 1 250 500 11 25 1151
"uncorr" 1 50 500 1 1 1
"ascorr" 1 50 50 1 1 18
"ascorr" 1 50 50 2 1 1
"ascorr" 1 50 50 3 1 545
"ascorr" 1 50 50 4 1 670
"ascorr" 1 50 50 5 1 1485
"ascorr" 1 50 50 6 1 4542
"ascorr" 1 50 50 7 1 20878
"ascorr" 1 50 50 8 1 16
"ascorr" 1 50 50 9 1 32183
"ascorr" 1 50 50 10 1 552
"uncorr" 1 50 500 2 1 3
"ascorr" 1 50 50 11 1 3
"ascorr" 1 50 50 1 2 94
"ascorr" 1 50 50 2 2 12
"ascorr" 1 50 50 3 2 1
"ascorr" 1 50 50 4 2 1335
"ascorr" 1 50 50 5 2 2
"ascorr" 1 50 50 6 2 15
"ascorr" 1 50 50 7 2 48031
"ascorr" 1 50 50 8 2 3930
"ascorr" 1 50 50 9 2 2439
"uncorr" 1 50 500 3 1 15
"ascorr" 1 50 50 10 2 461
"ascorr" 1 50 50 11 2 158
"ascorr" 1 50 50 1 3 1
"ascorr" 1 50 50 2 3 1
"ascorr" 1 50 50 3 3 1435
"ascorr" 1 50 50 4 3 1
"ascorr" 1 50 50 5 3 28907
"ascorr" 1 50 50 6 3 18
"ascorr" 1 50 50 7 3 9578
"ascorr" 1 50 50 8 3 19
"uncorr" 1 50 500 4 1 26
"ascorr" 1 50 50 9 3 4
"ascorr" 1 50 50 10 3 154
"ascorr" 1 50 50 11 3 147
"ascorr" 1 50 50 1 4 58
"ascorr" 1 50 50 2 4 166
"ascorr" 1 50 50 3 4 491
"ascorr" 1 50 50 4 4 2713
"ascorr" 1 50 50 5 4 40
"ascorr" 1 50 50 6 4 72
"ascorr" 1 50 50 7 4 1064
"uncorr" 1 50 500 5 1 10
"ascorr" 1 50 50 8 4 4
"ascorr" 1 50 50 9 4 611
"ascorr" 1 50 50 10 4 352
"ascorr" 1 50 50 11 4 158
"ascorr" 1 50 50 1 5 11
"ascorr" 1 50 50 2 5 78
"ascorr" 1 50 50 3 5 35
"ascorr" 1 50 50 4 5 48
"ascorr" 1 50 50 5 5 423
"ascorr" 1 50 50 6 5 92
"uncorr" 1 50 50 7 23 2
"uncorr" 1 50 500 6 1 2
"ascorr" 1 50 50 7 5 1
"ascorr" 1 50 50 8 5 4304
"ascorr" 1 50 50 9 5 1
"ascorr" 1 50 50 10 5 65
"ascorr" 1 50 50 11 5 134
"ascorr" 1 50 50 1 6 73
"ascorr" 1 50 50 2 6 1
"ascorr" 1 50 50 3 6 26
"ascorr" 1 50 50 4 6 672
"ascorr" 1 50 50 5 6 18
"uncorr" 1 50 500 7 1 9
"ascorr" 1 50 50 6 6 5
"ascorr" 1 50 50 7 6 211180
"ascorr" 1 50 50 8 6 7583
"ascorr" 1 50 50 9 6 1213
"ascorr" 1 50 50 10 6 278
"ascorr" 1 50 50 11 6 152
"ascorr" 1 50 50 1 7 158
"ascorr" 1 50 50 2 7 70
"ascorr" 1 50 50 3 7 135
"ascorr" 1 50 50 4 7 43
"uncorr" 1 50 500 8 1 34
"ascorr" 1 50 50 5 7 79
"ascorr" 1 50 50 6 7 26202
"ascorr" 1 50 50 7 7 4
"ascorr" 1 50 50 8 7 4419
"ascorr" 1 50 50 9 7 47356
"ascorr" 1 50 50 10 7 1
"ascorr" 1 50 50 11 7 161
"ascorr" 1 50 50 1 8 66
"ascorr" 1 50 50 2 8 8
"ascorr" 1 50 50 3 8 3
"uncorr" 1 50 500 9 1 1
"ascorr" 1 50 50 4 8 35
"ascorr" 1 50 50 5 8 6768
"ascorr" 1 50 50 6 8 3
"ascorr" 1 50 50 7 8 145107
"ascorr" 1 50 50 8 8 8
"ascorr" 1 50 50 9 8 5339
"ascorr" 1 50 50 10 8 1
"ascorr" 1 50 50 11 8 162
"ascorr" 1 50 50 1 9 49
"ascorr" 1 50 50 2 9 36
"uncorr" 1 50 500 10 1 175
"ascorr" 1 50 50 3 9 3744
"ascorr" 1 50 50 4 9 36
"ascorr" 1 50 50 5 9 2
"ascorr" 1 50 50 6 9 24
"ascorr" 1 50 50 7 9 4364
"ascorr" 1 50 50 8 9 9566
"ascorr" 1 50 50 9 9 81
"ascorr" 1 50 50 10 9 19293
"ascorr" 1 50 50 11 9 137
"ascorr" 1 50 50 1 10 14
"uncorr" 1 50 500 11 1 4
"ascorr" 1 50 50 2 10 62
"ascorr" 1 50 50 3 10 286
"ascorr" 1 50 50 4 10 54
"ascorr" 1 50 50 5 10 274
"ascorr" 1 50 50 6 10 1167
"ascorr" 1 50 50 7 10 3786
"ascorr" 1 50 50 8 10 131
"ascorr" 1 50 50 9 10 113
"ascorr" 1 50 50 10 10 585
"ascorr" 1 50 50 11 10 149
"uncorr" 1 50 500 1 2 1
"ascorr" 1 50 50 1 11 6
"ascorr" 1 50 50 2 11 12
"ascorr" 1 50 50 3 11 158
"ascorr" 1 50 50 4 11 7390
"ascorr" 1 50 50 5 11 41
"ascorr" 1 50 50 6 11 45
"ascorr" 1 50 50 7 11 457
"ascorr" 1 50 50 8 11 58
"ascorr" 1 50 50 9 11 8184
"ascorr" 1 50 50 10 11 1305
"uncorr" 1 50 500 2 2 6
"ascorr" 1 50 50 11 11 179
"ascorr" 1 50 50 1 12 12
"ascorr" 1 50 50 2 12 12
"ascorr" 1 50 50 3 12 1651
"ascorr" 1 50 50 4 12 210
"ascorr" 1 50 50 5 12 6595
"ascorr" 1 50 50 6 12 1
"ascorr" 1 50 50 7 12 33458
"ascorr" 1 50 50 8 12 125
"ascorr" 1 50 50 9 12 1618
"uncorr" 1 50 500 3 2 3
"ascorr" 1 50 50 10 12 747
"ascorr" 1 50 50 11 12 144
"ascorr" 1 50 50 1 13 204
"ascorr" 1 50 50 2 13 145
"ascorr" 1 50 50 3 13 2732
"ascorr" 1 50 50 4 13 1769
"ascorr" 1 50 50 5 13 4
"ascorr" 1 50 50 6 13 47
"ascorr" 1 50 50 7 13 1
"ascorr" 1 50 50 8 13 204
"uncorr" 1 50 500 4 2 14
"ascorr" 1 50 50 9 13 16
"ascorr" 1 50 50 10 13 638
"ascorr" 1 50 50 11 13 174
"ascorr" 1 50 50 1 14 138
"ascorr" 1 50 50 2 14 389
"ascorr" 1 50 50 3 14 4
"ascorr" 1 50 50 4 14 1
"ascorr" 1 50 50 5 14 27173
"ascorr" 1 50 50 6 14 290
"ascorr" 1 50 50 7 14 3135
"uncorr" 1 50 50 8 23 1
"uncorr" 1 50 500 5 2 11
"ascorr" 1 50 50 8 14 99
"ascorr" 1 50 50 9 14 138
"ascorr" 1 50 50 10 14 132
"ascorr" 1 50 50 11 14 168
"ascorr" 1 50 50 1 15 163
"ascorr" 1 50 50 2 15 20
"ascorr" 1 50 50 3 15 4
"ascorr" 1 50 50 4 15 1
"ascorr" 1 50 50 5 15 1
"ascorr" 1 50 50 6 15 12
"uncorr" 1 50 500 6 2 19
"ascorr" 1 50 50 7 15 8309
"ascorr" 1 50 50 8 15 450
"ascorr" 1 50 50 9 15 71
"ascorr" 1 50 50 10 15 12
"ascorr" 1 50 50 11 15 127
"ascorr" 1 50 50 1 16 7
"ascorr" 1 50 50 2 16 1229
"ascorr" 1 50 50 3 16 219
"ascorr" 1 50 50 4 16 58
"ascorr" 1 50 50 5 16 6914
